name,artist,release_date,popularity,id,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
My Love (feat. T.I.),Justin Timberlake,2006-09-13,76,4NeOWqHmlrGRuBvsLJC9rL,"['dance pop', 'pop']",0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,audio_features,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/tracks/4NeOWqHmlrGRuBvsLJC9rL,https://api.spotify.com/v1/audio-analysis/4NeOWqHmlrGRuBvsLJC9rL,276160,4
Waiting On the World to Change,John Mayer,2006-09-11,75,5imShWWzwqfAJ9gXFpGAQh,"['neo mellow', 'singer-songwriter']",0.578,0.756,2,-5.82,1,0.115,0.157,0.000232,0.249,0.663,176.739,audio_features,spotify:track:5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/tracks/5imShWWzwqfAJ9gXFpGAQh,https://api.spotify.com/v1/audio-analysis/5imShWWzwqfAJ9gXFpGAQh,201173,4
All Around Me,Flyleaf,2006-01-01,69,1zN6ynJG4PdR61YWv4PQ3Y,"['alternative metal', 'christian alternative rock', 'nu metal', 'pop punk', 'post-grunge']",0.473,0.871,9,-4.893,1,0.0456,0.0216,0.0,0.0525,0.47,146.975,audio_features,spotify:track:1zN6ynJG4PdR61YWv4PQ3Y,https://api.spotify.com/v1/tracks/1zN6ynJG4PdR61YWv4PQ3Y,https://api.spotify.com/v1/audio-analysis/1zN6ynJG4PdR61YWv4PQ3Y,198507,4
I'm So Sick,Flyleaf,2006-01-01,69,3FP8A246XpuafFofRhDlWG,"['alternative metal', 'christian alternative rock', 'nu metal', 'pop punk', 'post-grunge']",0.429,0.96,10,-4.261,1,0.0914,6.46e-05,6.27e-06,0.102,0.233,153.932,audio_features,spotify:track:3FP8A246XpuafFofRhDlWG,https://api.spotify.com/v1/tracks/3FP8A246XpuafFofRhDlWG,https://api.spotify.com/v1/audio-analysis/3FP8A246XpuafFofRhDlWG,175880,4
Life is a Highway,Rascal Flatts,2006-01-01,76,5gB2IrxOCX2j9bMnHKP38i,"['contemporary country', 'country', 'country road', 'modern country rock']",0.562,0.934,5,-5.562,1,0.0607,0.00211,0.0,0.199,0.558,103.042,audio_features,spotify:track:5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/tracks/5gB2IrxOCX2j9bMnHKP38i,https://api.spotify.com/v1/audio-analysis/5gB2IrxOCX2j9bMnHKP38i,275640,4
Riot,Three Days Grace,2006-06-25,71,1Q2fYlSdwuutWj3QplhY9q,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",0.185,0.948,8,-3.892,1,0.147,0.0104,0.0,0.105,0.316,196.578,audio_features,spotify:track:1Q2fYlSdwuutWj3QplhY9q,https://api.spotify.com/v1/tracks/1Q2fYlSdwuutWj3QplhY9q,https://api.spotify.com/v1/audio-analysis/1Q2fYlSdwuutWj3QplhY9q,207587,3
MakeDamnSure,Taking Back Sunday,2006-04-25,70,6fTgbkBiMITtHUmik95ClX,"['emo', 'pop punk', 'screamo']",0.552,0.836,6,-5.608,1,0.0453,0.00942,0.0,0.372,0.432,140.496,audio_features,spotify:track:6fTgbkBiMITtHUmik95ClX,https://api.spotify.com/v1/tracks/6fTgbkBiMITtHUmik95ClX,https://api.spotify.com/v1/audio-analysis/6fTgbkBiMITtHUmik95ClX,208280,4
Would You Go With Me,Josh Turner,2006,71,1KhrAWvLIjRlQIJtSTgvsi,"['contemporary country', 'country', 'country road']",0.605,0.864,6,-5.365,1,0.0292,0.13,0.000827,0.113,0.736,122.918,audio_features,spotify:track:1KhrAWvLIjRlQIJtSTgvsi,https://api.spotify.com/v1/tracks/1KhrAWvLIjRlQIJtSTgvsi,https://api.spotify.com/v1/audio-analysis/1KhrAWvLIjRlQIJtSTgvsi,228187,4
Life is a Highway,Rascal Flatts,2006-01-01,75,2Fs18NaCDuluPG1DHGw1XG,"['contemporary country', 'country', 'country road', 'modern country rock']",0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,audio_features,spotify:track:2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/tracks/2Fs18NaCDuluPG1DHGw1XG,https://api.spotify.com/v1/audio-analysis/2Fs18NaCDuluPG1DHGw1XG,276320,4
What Hurts The Most,Rascal Flatts,2006-01-01,70,4bVuIlGQBMWS7vIhcx8Ae4,"['contemporary country', 'country', 'country road', 'modern country rock']",0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,audio_features,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/tracks/4bVuIlGQBMWS7vIhcx8Ae4,https://api.spotify.com/v1/audio-analysis/4bVuIlGQBMWS7vIhcx8Ae4,214107,4
When I See U,Fantasia,2006-12-09,72,4iuNZTcvT9diFySSzVsnVS,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",0.569,0.596,8,-6.486,1,0.172,0.452,7.92e-05,0.205,0.754,93.135,audio_features,spotify:track:4iuNZTcvT9diFySSzVsnVS,https://api.spotify.com/v1/tracks/4iuNZTcvT9diFySSzVsnVS,https://api.spotify.com/v1/audio-analysis/4iuNZTcvT9diFySSzVsnVS,217347,4
Never Too Late,Three Days Grace,2006-06-25,70,3HE50TVRquwXe9yv2HFoNL,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,audio_features,spotify:track:3HE50TVRquwXe9yv2HFoNL,https://api.spotify.com/v1/tracks/3HE50TVRquwXe9yv2HFoNL,https://api.spotify.com/v1/audio-analysis/3HE50TVRquwXe9yv2HFoNL,209333,4
Young Folks,Peter Bjorn and John,2006-01-01,77,4dyx5SzxPPaD8xQIid5Wjj,"['alternative dance', 'baroque pop', 'dance-punk', 'indie rock', 'modern rock', 'new rave', 'shimmer pop', 'swedish alternative rock', 'swedish indie pop']",0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,audio_features,spotify:track:4dyx5SzxPPaD8xQIid5Wjj,https://api.spotify.com/v1/tracks/4dyx5SzxPPaD8xQIid5Wjj,https://api.spotify.com/v1/audio-analysis/4dyx5SzxPPaD8xQIid5Wjj,276693,4
Prayer Of The Refugee,Rise Against,2006-01-01,69,4OSbctVD37ycS0H3rwRm72,"['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'pop punk', 'post-grunge', 'punk']",0.2,0.977,3,-3.494,0,0.159,0.00165,1.1e-05,0.259,0.39,195.711,audio_features,spotify:track:4OSbctVD37ycS0H3rwRm72,https://api.spotify.com/v1/tracks/4OSbctVD37ycS0H3rwRm72,https://api.spotify.com/v1/audio-analysis/4OSbctVD37ycS0H3rwRm72,199387,4
Teardrops On My Guitar - Radio Single Remix,Taylor Swift,2006-10-24,68,7zMcNqs55Mxer82bvZFkpg,['pop'],0.621,0.417,10,-6.941,1,0.0231,0.288,0.0,0.119,0.289,99.953,audio_features,spotify:track:7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/tracks/7zMcNqs55Mxer82bvZFkpg,https://api.spotify.com/v1/audio-analysis/7zMcNqs55Mxer82bvZFkpg,203040,4
Upside Down,Jack Johnson,2006-02-24,75,0aJrYfARfCKzv6gXjhs4SZ,['neo mellow'],0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,audio_features,spotify:track:0aJrYfARfCKzv6gXjhs4SZ,https://api.spotify.com/v1/tracks/0aJrYfARfCKzv6gXjhs4SZ,https://api.spotify.com/v1/audio-analysis/0aJrYfARfCKzv6gXjhs4SZ,209547,4
Should've Said No,Taylor Swift,2006-10-24,68,16MVSD0mGI4RMQT83Qzm69,['pop'],0.476,0.777,4,-3.771,0,0.0289,0.0103,0.0,0.196,0.472,167.964,audio_features,spotify:track:16MVSD0mGI4RMQT83Qzm69,https://api.spotify.com/v1/tracks/16MVSD0mGI4RMQT83Qzm69,https://api.spotify.com/v1/audio-analysis/16MVSD0mGI4RMQT83Qzm69,242200,4
Who Knew,P!nk,2006-04-04,76,2hns6Dv29Yrg68AVTJiAyA,"['dance pop', 'pop']",0.688,0.734,9,-4.569,1,0.0274,0.00462,0.0,0.0756,0.46,140.004,audio_features,spotify:track:2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/tracks/2hns6Dv29Yrg68AVTJiAyA,https://api.spotify.com/v1/audio-analysis/2hns6Dv29Yrg68AVTJiAyA,208493,4
Salió El Sol,Don Omar,2006-01-01,79,48NXpYRuvv9izul4oXhqS9,"['latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",0.887,0.701,4,-5.892,0,0.0873,0.106,0.00948,0.0466,0.965,110.002,audio_features,spotify:track:48NXpYRuvv9izul4oXhqS9,https://api.spotify.com/v1/tracks/48NXpYRuvv9izul4oXhqS9,https://api.spotify.com/v1/audio-analysis/48NXpYRuvv9izul4oXhqS9,315293,4
Your Man,Josh Turner,2006,74,1WzAeadSKJhqykZFbJNmQv,"['contemporary country', 'country', 'country road']",0.744,0.637,6,-4.483,1,0.0241,0.337,0.000222,0.0696,0.785,100.511,audio_features,spotify:track:1WzAeadSKJhqykZFbJNmQv,https://api.spotify.com/v1/tracks/1WzAeadSKJhqykZFbJNmQv,https://api.spotify.com/v1/audio-analysis/1WzAeadSKJhqykZFbJNmQv,211893,4
Slow Dancing in a Burning Room,John Mayer,2006-09-11,74,2jdAk8ATWIL3dwT47XpRfu,"['neo mellow', 'singer-songwriter']",0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,audio_features,spotify:track:2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/tracks/2jdAk8ATWIL3dwT47XpRfu,https://api.spotify.com/v1/audio-analysis/2jdAk8ATWIL3dwT47XpRfu,242000,5
The Power Of Love,Huey Lewis & The News,2006-01-01,76,2olVm1lHicpveMAo4AUDRB,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",0.768,0.829,5,-5.109,1,0.0313,0.0964,2.92e-05,0.097,0.962,118.773,audio_features,spotify:track:2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/tracks/2olVm1lHicpveMAo4AUDRB,https://api.spotify.com/v1/audio-analysis/2olVm1lHicpveMAo4AUDRB,234333,4
Tim McGraw,Taylor Swift,2006-10-24,67,0Om9WAB5RS09L80DyOfTNa,['pop'],0.58,0.491,0,-6.462,1,0.0251,0.575,0.0,0.121,0.425,76.009,audio_features,spotify:track:0Om9WAB5RS09L80DyOfTNa,https://api.spotify.com/v1/tracks/0Om9WAB5RS09L80DyOfTNa,https://api.spotify.com/v1/audio-analysis/0Om9WAB5RS09L80DyOfTNa,232107,4
Flashing Lights,Kanye West,2007-09-11,87,5TRPicyLGbAF2LGBFbHGvO,"['chicago rap', 'hip hop', 'rap']",0.639,0.628,6,-7.578,0,0.0399,0.0381,0.0,0.386,0.43,90.482,audio_features,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4
505,Arctic Monkeys,2007-04-24,81,58ge6dfP91o9oXMzq3XkIS,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.52,0.852,0,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,140.267,audio_features,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/tracks/58ge6dfP91o9oXMzq3XkIS,https://api.spotify.com/v1/audio-analysis/58ge6dfP91o9oXMzq3XkIS,253587,4
I Wonder,Kanye West,2007-09-11,86,7rbECVPkY5UODxoOUVKZnA,"['chicago rap', 'hip hop', 'rap']",0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,audio_features,spotify:track:7rbECVPkY5UODxoOUVKZnA,https://api.spotify.com/v1/tracks/7rbECVPkY5UODxoOUVKZnA,https://api.spotify.com/v1/audio-analysis/7rbECVPkY5UODxoOUVKZnA,243440,4
Misery Business,Paramore,2007-06-11,76,6SpLc7EXZIPpy0sVko0aoU,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,audio_features,spotify:track:6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/tracks/6SpLc7EXZIPpy0sVko0aoU,https://api.spotify.com/v1/audio-analysis/6SpLc7EXZIPpy0sVko0aoU,211520,4
Homecoming,Kanye West,2007-09-11,82,4iz9lGMjU1lXS51oPmUmTe,"['chicago rap', 'hip hop', 'rap']",0.667,0.747,1,-7.059,1,0.189,0.337,0.0,0.115,0.918,86.917,audio_features,spotify:track:4iz9lGMjU1lXS51oPmUmTe,https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe,https://api.spotify.com/v1/audio-analysis/4iz9lGMjU1lXS51oPmUmTe,203493,4
Stronger,Kanye West,2007-09-11,83,0j2T0R9dR9qdJYsB7ciXhf,"['chicago rap', 'hip hop', 'rap']",0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/tracks/0j2T0R9dR9qdJYsB7ciXhf,https://api.spotify.com/v1/audio-analysis/0j2T0R9dR9qdJYsB7ciXhf,311867,4
Can't Tell Me Nothing,Kanye West,2007-09-11,81,0mEdbdeRFQwBhN4xfyIeUM,"['chicago rap', 'hip hop', 'rap']",0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,audio_features,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/tracks/0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/audio-analysis/0mEdbdeRFQwBhN4xfyIeUM,271600,4
The Way I Are,Timbaland,2007-01-01,83,2bLqfJjuC5syrsgDsZfGmn,"['dance pop', 'pop', 'pop rap']",0.731,0.807,3,-6.492,0,0.1,0.181,0.751,0.319,0.765,114.759,audio_features,spotify:track:2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/tracks/2bLqfJjuC5syrsgDsZfGmn,https://api.spotify.com/v1/audio-analysis/2bLqfJjuC5syrsgDsZfGmn,179120,4
Thnks fr th Mmrs,Fall Out Boy,2007-01-01,80,3Zwu2K0Qa5sT6teCCHPShP,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,audio_features,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,https://api.spotify.com/v1/tracks/3Zwu2K0Qa5sT6teCCHPShP,https://api.spotify.com/v1/audio-analysis/3Zwu2K0Qa5sT6teCCHPShP,203507,4
Paralyzer,Finger Eleven,2007-01-01,76,28IEbk5a7twNTbUEvWslUb,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,audio_features,spotify:track:28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/tracks/28IEbk5a7twNTbUEvWslUb,https://api.spotify.com/v1/audio-analysis/28IEbk5a7twNTbUEvWslUb,208107,4
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,2007-06-05,77,1tkMs9wDPknQ3ZHcKDw1ES,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",0.693,0.549,1,-8.141,1,0.119,0.0109,0.0,0.0677,0.605,80.028,audio_features,spotify:track:1tkMs9wDPknQ3ZHcKDw1ES,https://api.spotify.com/v1/tracks/1tkMs9wDPknQ3ZHcKDw1ES,https://api.spotify.com/v1/audio-analysis/1tkMs9wDPknQ3ZHcKDw1ES,227960,4
Fake It,Seether,2007-01-01,76,4eAwB5pnKFTmsgc3zWoYO0,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,audio_features,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/tracks/4eAwB5pnKFTmsgc3zWoYO0,https://api.spotify.com/v1/audio-analysis/4eAwB5pnKFTmsgc3zWoYO0,193893,4
Umbrella,Rihanna,2007-01-01,73,2yPoXCs7BSIUrucMdK5PzV,"['barbadian pop', 'pop', 'urban contemporary']",0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,audio_features,spotify:track:2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/tracks/2yPoXCs7BSIUrucMdK5PzV,https://api.spotify.com/v1/audio-analysis/2yPoXCs7BSIUrucMdK5PzV,275987,4
Electric Feel,MGMT,2007-12-14,78,3FtYbEfBqAlGO46NUDQSAt,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,audio_features,spotify:track:3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/tracks/3FtYbEfBqAlGO46NUDQSAt,https://api.spotify.com/v1/audio-analysis/3FtYbEfBqAlGO46NUDQSAt,229640,3
"Dear Maria, Count Me In",All Time Low,2007-09-25,77,0JJP0IS4w0fJx01EcrfkDe,"['modern rock', 'neon pop punk', 'pop punk']",0.459,0.895,2,-3.126,1,0.0805,0.00725,0.0,0.206,0.572,181.04,audio_features,spotify:track:0JJP0IS4w0fJx01EcrfkDe,https://api.spotify.com/v1/tracks/0JJP0IS4w0fJx01EcrfkDe,https://api.spotify.com/v1/audio-analysis/0JJP0IS4w0fJx01EcrfkDe,182827,4
Good Life,Kanye West,2007-09-11,77,4ZPdLEztrlZqbJkgHNw54L,"['chicago rap', 'hip hop', 'rap']",0.439,0.808,1,-6.881,1,0.346,0.00305,0.0,0.439,0.487,82.962,audio_features,spotify:track:4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/tracks/4ZPdLEztrlZqbJkgHNw54L,https://api.spotify.com/v1/audio-analysis/4ZPdLEztrlZqbJkgHNw54L,207000,4
Paper Planes,M.I.A.,2007-08-20,78,1ixbwbeBi5ufN4noUKmW5a,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']",0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,audio_features,spotify:track:1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/tracks/1ixbwbeBi5ufN4noUKmW5a,https://api.spotify.com/v1/audio-analysis/1ixbwbeBi5ufN4noUKmW5a,205200,4
Beautiful Girls,Sean Kingston,2007-07-23,79,1hGy2eLcmC8eKx7qr1tOqx,"['dance pop', 'miami hip hop', 'pop']",0.762,0.661,1,-6.075,0,0.0687,0.15,0.0,0.256,0.769,130.009,audio_features,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/tracks/1hGy2eLcmC8eKx7qr1tOqx,https://api.spotify.com/v1/audio-analysis/1hGy2eLcmC8eKx7qr1tOqx,225373,4
Fluorescent Adolescent,Arctic Monkeys,2007-04-24,72,7e8utCy2JlSB8dRHKi49xM,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",0.646,0.813,6,-5.29,0,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,audio_features,spotify:track:7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/tracks/7e8utCy2JlSB8dRHKi49xM,https://api.spotify.com/v1/audio-analysis/7e8utCy2JlSB8dRHKi49xM,173493,4
Bleed It Out,Linkin Park,2007-05-14,79,0UFDKFqW2oGspYeYqo9wjA,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,audio_features,spotify:track:0UFDKFqW2oGspYeYqo9wjA,https://api.spotify.com/v1/tracks/0UFDKFqW2oGspYeYqo9wjA,https://api.spotify.com/v1/audio-analysis/0UFDKFqW2oGspYeYqo9wjA,166373,4
What I've Done,Linkin Park,2007-05-14,81,18lR4BzEs7e3qzc0KVkTpU,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,audio_features,spotify:track:18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/tracks/18lR4BzEs7e3qzc0KVkTpU,https://api.spotify.com/v1/audio-analysis/18lR4BzEs7e3qzc0KVkTpU,205613,4
You,Lloyd,2007-01-01,74,5Y77SQxEr1eiofPeUTPHxM,"['hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,audio_features,spotify:track:5Y77SQxEr1eiofPeUTPHxM,https://api.spotify.com/v1/tracks/5Y77SQxEr1eiofPeUTPHxM,https://api.spotify.com/v1/audio-analysis/5Y77SQxEr1eiofPeUTPHxM,273133,5
Crank That (Soulja Boy),Soulja Boy,2007-01-01,77,66TRwr5uJwPt15mfFkzhbi,"['atl hip hop', 'chicago bop', 'dance pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.736,0.74,0,-2.18,1,0.0786,0.515,0.0,0.0468,0.803,140.141,audio_features,spotify:track:66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/tracks/66TRwr5uJwPt15mfFkzhbi,https://api.spotify.com/v1/audio-analysis/66TRwr5uJwPt15mfFkzhbi,221933,4
The Pretender,Foo Fighters,2007-09-25,80,7x8dCjCr0x6x2lXKujYD34,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,audio_features,spotify:track:7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/tracks/7x8dCjCr0x6x2lXKujYD34,https://api.spotify.com/v1/audio-analysis/7x8dCjCr0x6x2lXKujYD34,269373,4
Gimme More,Britney Spears,2007-10-25,81,6ic8OlLUNEATToEFU3xmaH,"['dance pop', 'pop']",0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,audio_features,spotify:track:6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/tracks/6ic8OlLUNEATToEFU3xmaH,https://api.spotify.com/v1/audio-analysis/6ic8OlLUNEATToEFU3xmaH,251240,4
Bartender (feat. Akon),T-Pain,2007-06-05,74,1RGIjMFMgJxkZHMDXVYzOJ,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",0.832,0.391,8,-8.504,1,0.0628,0.0564,0.0,0.224,0.436,104.961,audio_features,spotify:track:1RGIjMFMgJxkZHMDXVYzOJ,https://api.spotify.com/v1/tracks/1RGIjMFMgJxkZHMDXVYzOJ,https://api.spotify.com/v1/audio-analysis/1RGIjMFMgJxkZHMDXVYzOJ,238800,4
Kids,MGMT,2007-12-14,78,1jJci4qxiYcOHhQR247rEU,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,spotify:track:1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/tracks/1jJci4qxiYcOHhQR247rEU,https://api.spotify.com/v1/audio-analysis/1jJci4qxiYcOHhQR247rEU,302840,4
Don't Stop The Music,Rihanna,2007-01-01,70,1Jo0Zg7XlrA6z0mFTZVdkn,"['barbadian pop', 'pop', 'urban contemporary']",0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,audio_features,spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn,https://api.spotify.com/v1/tracks/1Jo0Zg7XlrA6z0mFTZVdkn,https://api.spotify.com/v1/audio-analysis/1Jo0Zg7XlrA6z0mFTZVdkn,267080,4
Everything I Am,Kanye West,2007-09-11,75,0NrtwAmRAdLxua31SzHvXr,"['chicago rap', 'hip hop', 'rap']",0.631,0.623,8,-6.969,1,0.265,0.463,1.7e-06,0.151,0.765,80.23,audio_features,spotify:track:0NrtwAmRAdLxua31SzHvXr,https://api.spotify.com/v1/tracks/0NrtwAmRAdLxua31SzHvXr,https://api.spotify.com/v1/audio-analysis/0NrtwAmRAdLxua31SzHvXr,227893,4
All Summer Long,Kid Rock,2007-10-09,74,5rX6C5QVvvZB7XckETNych,['nu metal'],0.7,0.864,7,-3.629,1,0.0283,0.0212,0.0,0.0956,0.887,102.997,audio_features,spotify:track:5rX6C5QVvvZB7XckETNych,https://api.spotify.com/v1/tracks/5rX6C5QVvvZB7XckETNych,https://api.spotify.com/v1/audio-analysis/5rX6C5QVvvZB7XckETNych,297587,4
Apologize,OneRepublic,2007-01-01,71,1NrJYpdAi7uosDRPmSYrsG,"['piano rock', 'pop']",0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,audio_features,spotify:track:1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/tracks/1NrJYpdAi7uosDRPmSYrsG,https://api.spotify.com/v1/audio-analysis/1NrJYpdAi7uosDRPmSYrsG,208107,4
Champion,Kanye West,2007-09-11,74,4UQMOPSUVJVicIQzjAcRRZ,"['chicago rap', 'hip hop', 'rap']",0.693,0.504,6,-8.306,1,0.238,0.00299,0.0,0.695,0.723,102.139,audio_features,spotify:track:4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/tracks/4UQMOPSUVJVicIQzjAcRRZ,https://api.spotify.com/v1/audio-analysis/4UQMOPSUVJVicIQzjAcRRZ,167600,4
Valerie (feat. Amy Winehouse) - Version Revisited,Mark Ronson,2007-04-16,78,6kopmMZiyLmw7h66uXcXR7,['pop soul'],0.699,0.83,1,-4.898,1,0.0633,0.00243,0.00024,0.0995,0.889,105.809,audio_features,spotify:track:6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/tracks/6kopmMZiyLmw7h66uXcXR7,https://api.spotify.com/v1/audio-analysis/6kopmMZiyLmw7h66uXcXR7,219413,4
That's What You Get,Paramore,2007-06-11,68,1JdKrFyoU05abww0Zv0ayQ,"['candy pop', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk', 'rock']",0.528,0.831,8,-3.607,1,0.0429,9.43e-05,0.0,0.141,0.632,131.094,audio_features,spotify:track:1JdKrFyoU05abww0Zv0ayQ,https://api.spotify.com/v1/tracks/1JdKrFyoU05abww0Zv0ayQ,https://api.spotify.com/v1/audio-analysis/1JdKrFyoU05abww0Zv0ayQ,220480,3
Good Morning,Kanye West,2007-09-11,74,6MXXY2eiWkpDCezVCc0cMH,"['chicago rap', 'hip hop', 'rap']",0.48,0.631,7,-5.488,1,0.116,0.0791,0.000105,0.149,0.515,84.164,audio_features,spotify:track:6MXXY2eiWkpDCezVCc0cMH,https://api.spotify.com/v1/tracks/6MXXY2eiWkpDCezVCc0cMH,https://api.spotify.com/v1/audio-analysis/6MXXY2eiWkpDCezVCc0cMH,195093,4
